code,description
T8080601,"Comm Network Upgrades: Various Locations"
T8080602,"Phone Pbx Switch Upgrades At Jay St"
T8080603,"Fiber Optic Cable Replacement: Various Locations"
T8080604,"Copper Cable Replacement: Various Locations"
T8080605,"Antenna Cable Replacement: Various Locations"
T8080606,"Subway Radio Equipment Replacement"
T8080607,"Station Comm Room Upgrades: Various Locations"
T8080608,"Station Information Systems: Various Locations"
T8080609,"Passenger Id: Various Locations"
T8080610,"Security Technology Upgrades: Various Locations"
T8080611,"Small Business Mentoring Program - Communications"
T8080612,"Passenger Id Cctv At 88 Locations"
T8080614,"Under River Tubes (Urt) Security, Phase 3"
T8080615,"Liftnet Transition To Ethernet, Phase 2 - Package 1"
T8080616,"Liftnet Transition To Ethernet, Phase 2 - Package 2"
T8080624,"Pa/Cis Upgrade On The Canarsie Line, Phase 2"
T8080640,"Antenna Cable Replacement On The Concourse Line"
T8080641,"Upgrade Of Asynchronous Fiber Optic Network To Sonet, Ring F"
T8080642,"Pa/Cis Upgrade On The Canarsie Line"
T8080643,"Fiber Optic Cable Replacement (2021)"
T8080646,"Laser Intrusion Detection"
T8080647,"Track Intrusion Detection"
T8080648,"Track Safety Communications Initiatives"
T8080650,"Passenger Id Cctv: Additional Locations"
T8080651,"Fiber Optic Cable Replacement (2022)"
T8080655,"Isim B-Div: Module 3 (Additional Support Costs)"
T8080656,"Pslan Upgrades For Pa/Cis Phase 0 Stations"
T8080657,"Upgrade Asynchronous Fiber Optic Network To Sonet, Ring E"
T8080664,"Connection Oriented Ethernet (Coe), Phase 3C"
T8080665,"Fiber Optic Cable Replacement (A-Cable)"
T8080666,"Fiber Optic Cable Replacement (B-Cable)"
T8080670,"Fiber Optic Cable Replacement"
T8090207,"Negative Cable Replacement On The 4th Avenue Line, Phase 3"
T8090215,"New Substation: 28 Street / 8 Avenue"
T8090216,"Replace Transformers And Associated Equipment: 1 Substation"
T8090217,"Replace Transformers And Associated Equipment At 2 Substations"
T8090218,"Replace Dc Lineup At Jamaica Yard Substation"
T8090219,"Replace High Tension Switchgear At 5 Substations"
T8090220,"Replace High Tension Switchgear At West 82 Street Substation"
T8090221,"Substation Renewal: 13 Street / Culver"
T8090222,"Substation Renewal: 82 Road / Queens Boulevard"
T8090223,"Replace High Tension Switchgear At Seeley Street Substation"
T8090224,"Rehab Substation Roofs & Enclosures: 3 Locations"
T8090225,"Substation Renewal: Hester Street / 6 Avenue"
T8090226,"Substation Renewal: Village / 6 Avenue"
T8090227,"Rehab Substation Roof & Enclosure At Broadway-West 143 Street On The Broadway-7 Ave Line"
T8090228,"Rehab Substation Roofs & Enclosures: 2 Locations"
T8090229,"Replace High Tension Switchgear At 2 Substations"
T8090230,"Substation Equipment Replacement: 62 Road / Queens Boulevard"
T8090232,"Substation Renewal: Washington Heights / 8 Avenue"
T8090233,"Substation Renewal: Concourse Yard"
T8090235,"Replace Transformer, Broad Channel Substation"
T8090201,"Substation Renewals: Various Locations"
T8090202,"Substation Equipment: Various Locations"
T8090203,"Substation Enclosures: Various Locations"
T8090204,"Power Improvements: Various Locations"
T8090205,"Sigmod: Power Improvements Lexington Line"
T8090208,"Install Low-Resistance Contact Rail On The Archer Avenue Line"
T8090209,"New Negative Side Feeders On The Archer Avenue Line"
T8090210,"Substations Design"
T8090211,"Install Low-Resistance Contact Rail On The Jamaica Line"
T8090212,"New Negative Side Feeders On The Jamaica Line"
T8090213,"Install Low-Resistance Contact Rail On The 63 Street Line"
T8090214,"New Negative Side Feeders On The 63 Street Line"
T8090231,"Replace Control & Battery Cable: Zone 20 (Woodside)"
T8090234,"Replace Control Cable: Zone 25 (Concourse Yard)"
T8090404,"Rehabilitation Of 11 CBhs And 1 Enclosure - Design Only"
T8090405,"Rebuild Ducts: Central Substation 6Av"
T8090408,"Rehab Enclosure: Circuit Breaker House 301 (Pennsylvania Ave) On The Eastern Parkway Line"
T8090409,"Rehab 4 CBh Enclosures At Coney Island Yard"
T8090410,"Installation Of Second Negative Rail On The Dyre Line"
T8090411,"Rehabilitation Of 5 CBhs At Various Locations"
T8090414,"Rehabilitation Of 1 CBh At Concourse Yard"
T8090401,"Circuit Breaker Houses: Various Locations"
T8090402,"Traction Power Cables: Various Locations"
T8090403,"Miscellaneous Power Investments"
T8090406,"Upgrade SCADA System (Bmt Division)"
T8090407,"Power Distribution Design"
T8090412,"Emergency Alarms, Phase 1"
T8100408,"Non-Revenue Track Replacement - Times Square Shuttle"
T8100411,"Yard Track - 2021"
T8100412,"Livonia Maintenance Shop Phase I"
T8100414,"Yard Track - 2022 Design Only"
T8100415,"Yard Track - 2022"
T8100417,"Component Repairs: 207 st Overhaul Facility"
T8100418,"Yard Lighting At Fresh Pond Yard"
T8100419,"Jamaica Yard Expansion Phase 1 - Design Only"
T8100423,"Westchester Yard Drainage Improvements"
T8100424,"Yard Fencing At Fresh Pond Yard"
T8100425,"Component Roof Repairs: Coney Island Overhaul Shop"
T8100401,"Shop Component Repairs: Various Locations"
T8100402,"Shop Rehab/Reconstruct: Various Locations"
T8100403,"Yard/Non-Revenue Track Replacement"
T8100404,"Yard Switch Replacement"
T8100405,"Yard Fencing/Lighting/Misc. Investments"
T8100406,"Yard Track - 2020"
T8100407,"Yard Switches - 2020"
T8100409,"Shop Components Design"
T8100410,"Yard Track & Switch Design"
T8100413,"Small Business Mentoring Program - Shops & Yards"
T8100420,"Yard Track - 2023"
T8100421,"Yard Switches - 2023"
T8100426,"Yard Track - 2024"
T8100427,"Yard Switches - 2024"
T8100428,"Heavy Shop Equipment Purchase & Replacement"
T8100429,"Miscellaneous Yard Work Design"
T8100430,"Improvements To New Cable Shop (Pitkin Avenue)"
T8120303,"Jamaica Depot Reconstruction"
T8120304,"Roof Topping & Expansion Joint Replacement At Michael J Quill Depot"
T8120305,"Roof Topping & Expansion Joint Replacement At Kingsbridge Depot"
T8120307,"Jamaica Depot: Construct Bus Parking Lot At York College"
T8120313,"Facade Repair And Window Replacement At East New York Depot (Additional Costs)"
T8120301,"Depot Component Repairs: Various Locations"
T8120302,"Electric Fleet Modifications"
T8120306,"Zero Emission Fleet Transformation Study"
T8120308,"Depot Component Repairs Design"
T8120404,"Articulated Chassis Wash And Platform Lift Replacement At Ulmer Park Depot (Sbmp)"
T8120406,"Automated Fuel Management System Upgrade: 15 Depots"
T8120408,"Eltingville Park & Ride Expansion"
T8120409,"Chassis Wash Replacement At Tuskegee Airmen Depot (Sbmp)"
T8120401,"Automatic Bus Lane Enforcement (Able), Phase 2"
T8120402,"Miscellaneous Depot Investments"
T8120403,"Depot Improvements Design"
T8120405,"Automated Bus Lane Enforcement (Able), Ph 2A (300 Buses)"
T8120407,"Portable Bus Lift / Equipment Replacement"
T8120410,"Bus Radio System (Additional Support)"
T8120412,"Automated Camera Enforcement (Ace), Phase 2B"
T8120413,"Automated Bus Lane Enforcement (Able), Phase 3"
T8120414,"Automated Camera Enforcement (Ace), Phase 4"
T8160403,"Improved Resiliency Of Rcc Critical Systems"
T8160401,"Enterprise Asset Management (Eam)"
T8160402,"Upgrade Information Systems / Data Centers"
T8160704,"Employee Facility Repairs At 4 Locations On The 8 Avenue Line (Uptown)"
T8160705,"Improvements To Electrical And Mechanical Systems At Livingston Plaza - Phase B"
T8160706,"Emd Employee Facility At Hoyt-Schermerhorn Station On The Fulton Line"
T8160708,"Water Remediation And Equipment Replacement At The Electrical Distribution Room Of Prospect Park Station On The Brighton Line"
T8160709,"Rehabilitation Of Employee Bathroom And Breakroom Facilities At Various Locations, Phase 1"
T8160710,"Rehabilitation Of Employee Bathroom And Breakroom Facilities At Various Locations, Phase 2"
T8160711,"Employee Facility Consolidation At 2 Avenue Station On The 6th Avenue Line"
T8160713,"Rehabilitation Of Police District Office #4 At 14 Street-Union Square"
T8160715,"Perimeter Hardening: Power Control Center (Sbmp)"
T8160716,"Employee Facility Expansion At 7 Avenue Station On The 6 Avenue Line"
T8160717,"Water Condition Survey At West 4 Street Station On The 8 Avenue Line"
T8160718,"Facility Elevators"
T8160719,"Employee Facility Repairs At ADA & Station Component Locations"
T8160720,"Rail Control Center: Annex"
T8160722,"Employee Facility Repairs At ADA Locations"
T8160701,"Subways Employee Facility Repairs: Various Locs"
T8160702,"Facility Elevator Replacement: Various Locations"
T8160703,"Misc./Administrative Facility Investments"
T8160707,"Employee Facilities Design"
T8160712,"Rehabilitation Of Employee Bathroom And Breakroom Facilities At Various Locations, Phase 3"
T8160714,"Employee Facility Repairs At Station Component Locations"
T8160201,"Capital Revolving Fund"
T8160202,"Insurance To Support Capital Program"
T8160203,"Capital Revolving Fund 2020"
T8160204,"All-Agency Liability Insurance & Deductible"
T8160205,"Owner Controlled Insurance Program (2021)"
T8160206,"Owner Controlled Insurance Program (2022)"
T8160208,"Capital Revolving Fund 2021"
T8160209,"Capital Revolving Fund 2022"
T8160210,"Capital Revolving Fund 2023"
T8160211,"Owner Controlled Insurance Program (2023)"
T8160212,"Owner Controlled Insurance Program (2023, 2024, 2025)"
T8160213,"Capital Revolving Fund 2024"
T8160214,"Owner Controlled Insurance Program (2015-2019)"
T8160215,"Capital Revolving Fund 2025"
T8160501,"Utica Ave Corridor Study Eis"
T8160502,"Engineering Services To Support Capital Program"
T8160503,"Scope Development And Design Reserve"
T8160504,"MTA Independent Engineering Consultant"
T8160505,"Small Business Mentoring Program Administration"
T8160506,"General Order Support: Traffic Checkers 2022"
T8160514,"General Order Support Traffic Checkers"
T8160515,"General Order Support: Traffic Checkers 2021"
T8160517,"Concrete Cylinder Testing"
T8160518,"Concrete Batch Plant Inspection"
T8160519,"Construction Support 2022"
T8160520,"Bike Ped Study And Pilot"
T8160521,"General Order Support: Traffic Checkers 2023"
T8160522,"General Order Support: Traffic Checkers 2024"
T8160523,"Structural Testing Systemwide"
T8160524,"Test Pit And Test Hole Services"
T8160601,"Fire Alarms And Sprinklers: Various Locations"
T8160602,"Asbestos/Lead Air Monitoring"
T8160603,"Environmental Remediation"
T8160604,"Fire Alarms And Sprinklers Design"
T8160605,"Consultant Services: Underground Storage Tank (Ust) Remediation"
T8160606,"Fire Alarms And Sprinklers: Various Locations"
T8010101,"New/Upgrade Car Investments"
T8010102,"Purchase 640 B-Division Cars (R211 Option 1)"
T8010103,"Purchase 435 B-Division Cars (R211 Option 2)"
T8010104,"Purchase A-Division Cars (Option)"
T8010105,"Purchase R268 B-Division Cars - Design Only"
T8130201,"Purchase RuBBer Tire Vehicles"
T8130202,"Purchase Various Work Train Cars"
T8130203,"Service Vehicles Design"
T8130204,"Purchase 27 Flat Cars"
T8130205,"Critical Systems Upgrade Of Track Geometry Cars"
T8130206,"Purchase 45 Flat Cars"
T8130208,"Non-Revenue Vehicles 2023"
S8070107,"ADA Accessibility At Huguenot On The Staten Island Railway"
S8070108,"ADA Accessibility At New Dorp On The Staten Island Railway"
S8070110,"Station Components: New Dorp / Staten Island Railway"
S8070116,"Art At ADA Stations"
S8070101,"Station Components: Various Locations"
S8070102,"Track And Switch Replacement"
S8070103,"Bridge Structures: Various Locations"
S8070104,"Purchase Various Work Train Cars"
S8070105,"Purchase RuBBer Tire Vehicles"
S8070109,"Mainline Track Replacement On The Staten Island Railway"
S8070111,"Purchase 7 Flat Cars"
S8070112,"Sir Track And Switch Replacement"
S80701DD,"ADA Design"
S80701RR,"ADA: Reserve (Clifton)"
L8020409,"ADA Hollis Station"
L8020411,"ADA Locust Manor Station"
L8020412,"ADA Forest Hills Platform Extensions And Elevator"
L8020413,"ADA Copiague Station"
L8020414,"ADA st Albans Station"
L8020415,"ADA New Met-Willets Pt Station"
L8020418,"Mets-Willets Eic Relocation"
L8020419,"Northport Platform Replacement"
L8020420,"ADA Amityville Station"
L8020421,"ADA Laurelton Station"
L8020422,"ADA Massapequa Park Station"
L8020423,"ADA Lindenhurst Station"
L8020424,"Valley Stream Escalator / Elevator Replacement"
L8020425,"Auburndale Elevator Replacement"
L8020426,"Babylon Station Platforms Replacement"
L8020427,"Jamaica Eastern Portal Enhancements"
L8020428,"Jamaica West End Vertical Transportation"
L8020429,"East Yaphank Station"
L80204RR,"ADA: 7 Stations"
L8020401,"Station Renewals: Various Locations"
L8020402,"Station Platform Components: Various Locations"
L8020403,"Station Building Components: Various Locations"
L8020404,"Escalator Replacement"
L8020405,"Elevator Replacement"
L8020406,"Fare Collection Program"
L8020407,"Community Development Fund Contribution"
L8020408,"Small Business Mentoring Program - Stations"
L8020416,"Force Account Station Work - Various Locations"
L8020417,"Tactile Strips - Various Locations"
L8020498,"C&D Project Support For Stations And Buildings Projects"
L80204DD,"ADA Accessibility And Components 24 Stations Des"
L8020601,"Penn Station Hvac, Platform,& Building Improvement"
L8020603,"Psny Platform 7 & 8 Stairs Replacement"
L8020604,"Penn Station Ny-33Rd Corridor (Phase 2 LIRR 2020-2024 Plan Contribution)"
L8020602,"Radio Antenna Improvements"
L8020701,"Gct Facility Needs"
L8020501,"Parking Rehabilitation & Access Improvements"
L8020502,"Small Business Mentoring Program - Parking"
L8030112,"Track Rehab- West Side Storage Yard"
L8030113,"Patchogue Siding"
L8030101,"Construction Equipment & Geometry Cars"
L8030102,"Retaining Walls/Row Projects"
L8030103,"Yard Track Rehabilitation"
L8030104,"Annual Track Program"
L8030105,"2020 - Annual Track Program"
L8030106,"2021 Annual Track Program"
L8030107,"2022- Annual Track Program"
L8030108,"2023- Annual Track Program"
L8030109,"2024- Annual Track Program"
L8030110,"Concrete Tie Program"
L8030111,"Right Of Way Fencing"
L8030401,"Amtrak Territory Investments"
L8030402,"Jamaica Capacity Improvements"
L8030403,"Jamaica Capacity Improvements - Hall Interlocking Expansion"
L8030405,"Track Component Replacement And Yard Track Surfacing In Jamaica, Sheridan And Morris Park."
L8030404,"Other Track Improvements - Reserve"
L8030498,"C&D Project Support For Other Track Improvement Projects"
L8040102,"Replacement & Rehabilitation Of Bridges"
L8040105,"Wreck Lead Bridge Rehab"
L8040107,"Cherry Valley Road Bridge Replacement"
L8040108,"Hsf West Overpass Replacement"
L8040109,"Webster Avenue Bridge Replacement"
L8040110,"Van Wyck Bridge Span Rehabilitation"
L8040116,"Wreck Lead Bridge Design"
L8040117,"Sob Expressway & Wantagh State Pway - Paint Des"
L8040118,"Replace Bearings And Perform Other Structural Work To Reach Sogr."
L8040119,"Perform 11 Joint Repairs On Valley Stream Viaduct."
L8040101,"Painting, Drainage, & Waterproofing Of Bridges"
L8040103,"Miscellaneous Bridge Work"
L8040104,"Small Business Mentoring Program - Bridges"
L8040106,"Reynolds Bridge Design"
L8040198,"C&D Project Support For Bridge Projects"
L8040201,"Atlantic Avenue Tunnel Structural Work"
L8040202,"Tunnel Replacements & Upgrades"
L8040203,"Ert Fire And Life Safety"
L8040204,"Small Business Mentoring Program - Tunnels"
L8050201,"Babylon Interlocking Renewal & New Sidings"
L8050202,"Hunt To Post"
L8050203,"Babylon To Patchogue"
L8050207,"Positive Train Control (East Side Access)"
L8050204,"Centralized Train Control"
L8050205,"Signal Replacement And Interlocking Improvements"
L8050208,"Positive Train Control (Fra Mandates)"
L8050298,"C&D Project Support For Signal Improvement Projects"
L8050101,"Comm. Pole Line"
L8050102,"Comm Component Replacement"
L8050103,"Fiber Optic Network"
L8050104,"Station Technology Upgrades"
L8050105,"Portable Mobile Radio Replacement"
L8050106,"Radio Head-End Replacement"
L8050107,"Improved Radio Coverage Initiative/Fcc Mandates"
L8050108,"Help Points"
L8050109,"Implement New Communications Systems Technology"
L8050110,"Grade Crossing Cameras"
L8050111,"Customer Information Technology Upgrade"
L8060101,"Rolling Stock Support Shop Equipment"
L8060105,"Mid Suffolk Yard Phase 2"
L8060102,"Shop Improvements At Various Locations"
L8060103,"Yard Improvements At Various Locations"
L8060104,"Small Business Mentoring Program - Shops & Yards"
L8060198,"C&D Project Support For Shops And Yards Projects"
L8060403,"Fire Protection Improvements"
L8060404,"New Signal Training Facility"
L8060406,"Rehabilitation Of Employee Facilities - Bethpage"
L8060407,"Rehab Of Employee Facilities - Bethpage Sbmp"
L8060401,"Rehabilitation Of Employee Facilities - Various Locations"
L8060402,"Consolidation Of Employee Facilities"
L8060405,"Small Business Mentoring Program - Employee. Facilities"
L8070105,"Central Branch Electrification"
L8070107,"Jamaica Substation"
L8070108,"Penn Station Substation (E01) Hardening"
L8070111,"Development Of Preliminary Performance Specifications To Replace Priority Substations. Budget Is Broken Out From L8070101."
L8070101,"Substation Replacements"
